Date ,RowNum,Num,Rep,RowNumNumRep,Treatment,stem1_length,stem2_length,stem1_leafnum,stem2_leafnum,stem1_percflow,stem2_percflow,stem1_caps,stem2_caps,moist_1,moist_2,moist_3,stem1_bagbuds,stem2_bagbuds,stem1_vFcount,stem2_vFcount,stem1_vFexpec,stem2_vFexpec,notes,,
9/30/2016,20,2,R1,20.2.R1,Chamber 5,66.64,272.53,6,10,0,20,0,11,19.4,18.1,17.5,,19,,,,,,,
9/30/2016,20,2,R4,20.2.R4,Chamber 5,45.9,218.01,5,10,0,50,0,19,19.6,18.5,19.5,,34,,,,,,,
9/30/2016,20,2,R5,20.2.R5,Chamber 4,264.62,,10,,50,,9,,21.6,18.6,19.2,31,,,,,,,,
9/30/2016,20,2,R6,20.2.R6,Chamber 4,167,,9,,70,,1,,323,20.6,19.5,,,,,,,,,
9/30/2016,20,5,R3,20.5.R3,Chamber 3,47.93,236.03,7,14,0,30,0,0,17.8,19,17.9,,,,,,,,,
9/30/2016,22,9,R7,22.9.R7,Chamber 5,258.33,,11,,15,,1,,14.4,16.6,18,1,,,,,,,,
9/30/2016,24,9,R7,24.9.R7,Chamber 4,282.59,,11,,0,,0,,18.8,18.1,18.1,,,,,,,"inflor looks shriveled and dry, found in soil",,
9/30/2016,35,3,R6,35.3.R6,Chamber 3,311.97,,10,,95,,2,,18.2,18.5,17.2,2,,,,,,,,
9/30/2016,38,7,R2,38.7.R2,Chamber 5,153.78,199.11,10,10,0,0,0,0,16.2,14.3,16.6,,24,,,,,,,
9/30/2016,38,7,R3,38.7.R3,Chamber 4,164.17,246.89,10,10,85,80,0,5,20.2,20.1,17.3,5,18,,,,,,,
9/30/2016,38,7,R4,38.7.R4,Chamber 3,76.4,153.8,7,9,98,98,0,5,18.7,18.9,18.5,1,6,,,,,,,
9/30/2016,38,7,R5,38.7.R5,Chamber 2,278.61,,13,,90,,5,,16.2,17.2,16,2,,,,,,,,
9/30/2016,38,7,R6,38.7.R6,Chamber 1,136.89,,8,,95,,35,,18.1,16.3,17.2,,,,,,,,,
10/3/2016,13,3,R4,13.3.R4,Chamber 2,145.99,168.72,9,10,,100,,1,14.5,14.4,15.1,,1,,,,,,,
10/3/2016,13,3,R5,13.3.R5,Chamber 4,325.72,,9,,50,,0,,20.3,20.7,20.4,2,,,,,,,,
10/3/2016,14,1,R3,14.1.R3,Chamber 1,265.93,,11,,60,,6,,13.8,14.4,12.2,,,,,,,,,
10/3/2016,16,1,R1,16.1.R1,Chamber 5,89.49,190.86,8,10,0,0,0,0,16.6,14.7,16.4,,,,,,,,,
10/3/2016,16,1,R3,16.1.R3,Chamber 1,124.49,361.06,7,10,30,0,2,0,14.5,11.9,13.9,,2,2,,2,,,,
10/3/2016,16,1,R4,16.1.R4,Chamber 4,246.5,,14,,-,,,,16.3,13.9,17.9,,,,,,,,,
10/3/2016,16,1,R7,16.1.R7,Chamber 2,62.89,228.66,8,15,0,50,0,2,17.5,18.2,15.7,,2,,,,,,,
10/3/2016,18,5,R1,18.5.R1,Chamber 3,274.72,390.81,10,10,,90,,1,16.1,17.1,14.6,,,,,,,,,
10/3/2016,18,5,R4,18.5.R4,Chamber 3,504.7,,11,,85,,1,,13,13.8,17.4,,,,,,,,,
10/3/2016,18,5,R5,18.5.R5,Chamber 3,0,319.99,0,10,0,90,0,6,14.3,15.7,12.9,,,,,,,,,
10/3/2016,18,5,R7,18.5.R7,Chamber 2,165.36,207.33,8,11,2,30,1,1,18.5,16.3,13.9,,,,,,,,,
10/3/2016,18,5,R8,18.5.R8,Chamber 1,396.36,,10,,30,,3,,12.2,15.8,14.6,,,,,,,,,
10/3/2016,19,9,R3,19.9.R3,Chamber 4,190.05,355.01,9,9,,75,,,13.7,14.5,14.4,,4,,,,,,,
10/3/2016,20,2,R1,20.2.R1,Chamber 5,72.38,276.9,6,7,100,,,8,14.2,15,16.7,,7,,,,,,,
10/3/2016,20,2,R4,20.2.R4,Chamber 5,57.33,225.72,5,10,,100,,5,15.5,16.3,15.5,,55,,,,,,,
10/3/2016,20,2,R5,20.2.R5,Chamber 4,280.1,,10,,100,,2,,13.6,16.8,14.4,1,,,,,,,,
10/3/2016,20,2,R6,20.2.R6,Chamber 4,169.05,,9,,100,,0,,16,16.8,14.7,,,,,,,,,
10/3/2016,20,5,R3,20.5.R3,Chamber 3,48.48,263.53,7,14,,30,,0,16.6,15.4,15.4,,,,,,,,,
10/3/2016,22,9,R7,22.9.R7,Chamber 5,273.81,,12,,90,,1,,16.8,14.9,14.9,,,,,,,,,
10/3/2016,24,9,R7,24.9.R7,Chamber 4,296.97,,11,,0,,0,,14.3,14,14.9,,,,,,,,,
10/3/2016,35,3,R6,35.3.R6,Chamber 3,316.22,,10,,60,,2,,12.6,14.9,16.3,1,,,,,,,,
10/3/2016,38,7,R2,38.7.R2,Chamber 5,205.85,234.27,11,10,10,5,0,0,14.2,12.4,11.8,,8,,,,,,,
10/3/2016,38,7,R3,38.7.R3,Chamber 4,167.53,247.86,10,10,50,40,5,17,18.5,16.3,14,4,3,,,,,,,
10/3/2016,38,7,R4,38.7.R4,Chamber 3,78.3,157.48,7,9,100,100,2,9,17.2,16.9,15.7,,2,,,,,,,
10/3/2016,38,7,R5,38.7.R5,Chamber 2,280.83,,13,,60,,2,,14.6,16,15.8,2,,,,,,,,
10/3/2016,38,7,R6,38.7.R6,Chamber 1,155.09,,8,,,30,5,,13.5,14.6,12.7,,,,,,,,,
